amount,date_written,date_cleared,days_to_clear,check_type,payee_name,bank_name,bank_routing,check_number,micr_line,is_returned,return_reason,is_fraud,fraud_type
2943.7,2024-02-07T17:00:00.000000,2024-04-19T02:00:00.000000,4,business,John Smith,Trust Bank,021000021,9033,|021000021|  140380477  1933,false,,false,
4494.22,2024-04-19T16:00:00.000000,2024-07-31T13:00:00.000000,3,cashier,Landlord LLC,City Bank,021000021,8268,|021000021|  495928981  5704,false,,false,
2027.03,2024-05-15T04:00:00.000000,2024-06-18T17:00:00.000000,5,cashier,Acme Supplies,Trust Bank,021000021,2205,|021000021|  182389284  2480,false,,false,
1135.64,2024-06-27T02:00:00.000000,2024-08-26T13:00:00.000000,5,business,John Smith,Trust Bank,021000021,2324,|021000021|  760360225  9308,false,,false,
4987.81,2024-05-05T11:00:00.000000,2024-02-01T06:00:00.000000,5,business,Landlord LLC,City Bank,021000021,6278,|021000021|  512834919  8582,false,,false,
2572.16,2024-05-25T05:00:00.000000,2024-08-03T12:00:00.000000,3,personal,Landlord LLC,First National Bank,021000021,3431,|021000021|  723123952  1673,false,,false,
500.0,2024-08-12T17:00:00.000000,2024-10-26T22:00:00.000000,1,cashier,Acme Supplies,City Bank,021000021,2077,|021000021|  582897882  4085,false,,false,
283.23,2024-12-26T09:00:00.000000,2024-01-11T18:00:00.000000,2,business,Acme Supplies,City Bank,021000021,3068,|021000021|  445236735  8793,false,,false,
592.76,2024-11-09T20:00:00.000000,2024-07-13T15:00:00.000000,3,cashier,Acme Supplies,City Bank,021000021,5506,|021000021|  638339044  3472,false,,false,
3155.86,2024-09-27T00:00:00.000000,2024-01-04T11:00:00.000000,2,business,John Smith,Trust Bank,021000021,9985,|021000021|  166436383  8382,false,,false,
3970.79,2024-12-07T17:00:00.000000,2024-06-01T12:00:00.000000,3,personal,John Smith,City Bank,021000021,6328,|021000021|  211134294  6627,false,,false,
2139.69,2024-06-02T21:00:00.000000,2024-08-02T17:00:00.000000,2,business,Acme Supplies,First National Bank,021000021,7241,|021000021|  866990485  2382,false,,false,
364.46,2024-02-23T04:00:00.000000,2024-10-06T19:00:00.000000,3,business,John Smith,City Bank,021000021,9693,|021000021|  641755366  3828,false,,false,
1939.02,2024-05-15T03:00:00.000000,2024-04-22T15:00:00.000000,1,business,Landlord LLC,First National Bank,021000021,5832,|021000021|  142028540  5060,false,,false,
4980.8,2024-02-24T23:00:00.000000,2024-04-22T08:00:00.000000,5,business,Acme Supplies,First National Bank,021000021,8434,|021000021|  859803019  8173,false,,false,
2669.12,2024-10-10T04:00:00.000000,2024-08-11T15:00:00.000000,2,business,John Smith,First National Bank,021000021,9283,|021000021|  571825556  9587,false,,false,
4856.84,2024-05-19T09:00:00.000000,2024-01-15T12:00:00.000000,3,cashier,John Smith,Trust Bank,021000021,8049,|021000021|  661296425  3601,false,,false,
4310.86,2024-11-05T06:00:00.000000,2024-06-21T21:00:00.000000,1,personal,Acme Supplies,Trust Bank,021000021,2625,|021000021|  490732457  7109,false,,false,
106.83,2024-06-24T06:00:00.000000,2024-12-13T12:00:00.000000,1,personal,Acme Supplies,Trust Bank,021000021,2875,|021000021|  403754671  7348,false,,false,
3617.57,2024-12-17T20:00:00.000000,2024-03-25T14:00:00.000000,5,business,John Smith,City Bank,021000021,4523,|021000021|  538912794  6544,false,,false,
3424.47,2024-05-15T16:00:00.000000,2024-03-06T19:00:00.000000,3,business,John Smith,Trust Bank,021000021,8047,|021000021|  828960875  1858,false,,false,
2708.0,2024-09-07T08:00:00.000000,2024-09-30T00:00:00.000000,2,cashier,Acme Supplies,City Bank,021000021,8399,|021000021|  947425963  6483,false,,false,
1370.78,2024-01-27T02:00:00.000000,2024-07-20T18:00:00.000000,4,business,John Smith,First National Bank,021000021,4744,|021000021|  170772317  6402,false,,false,
3222.76,2024-11-20T13:00:00.000000,2024-10-15T21:00:00.000000,1,business,Landlord LLC,City Bank,021000021,7780,|021000021|  201474984  7334,false,,false,
602.18,2024-05-21T01:00:00.000000,2024-01-14T02:00:00.000000,1,cashier,John Smith,First National Bank,021000021,6554,|021000021|  405100495  5129,false,,false,
2202.09,2024-01-02T10:00:00.000000,2024-11-25T13:00:00.000000,5,business,Landlord LLC,City Bank,021000021,8431,|021000021|  877103091  3464,false,,false,
2295.93,2024-03-07T20:00:00.000000,2024-03-10T14:00:00.000000,3,cashier,Landlord LLC,Trust Bank,021000021,7533,|021000021|  457944766  2336,false,,false,
4771.39,2024-05-14T05:00:00.000000,2024-04-03T01:00:00.000000,4,personal,John Smith,First National Bank,021000021,7816,|021000021|  725711790  3318,false,,false,
4385.47,2024-08-14T17:00:00.000000,2024-05-13T12:00:00.000000,4,business,John Smith,City Bank,021000021,2558,|021000021|  475617211  6083,false,,false,
1353.78,2024-12-27T13:00:00.000000,2024-06-16T06:00:00.000000,4,personal,Acme Supplies,City Bank,021000021,6121,|021000021|  804433388  7422,false,,false,
2527.9,2024-10-14T00:00:00.000000,2024-08-20T10:00:00.000000,3,business,Landlord LLC,Trust Bank,021000021,7993,|021000021|  238460786  2389,false,,false,
934.33,2024-02-27T02:00:00.000000,2024-06-21T12:00:00.000000,2,business,John Smith,Trust Bank,021000021,6121,|021000021|  432411019  7172,false,,false,
4567.51,2024-12-19T04:00:00.000000,2024-05-22T13:00:00.000000,1,business,Landlord LLC,Trust Bank,021000021,5177,|021000021|  790945624  6382,false,,false,
4359.07,2024-10-06T01:00:00.000000,2024-05-09T02:00:00.000000,3,personal,Acme Supplies,City Bank,021000021,7133,|021000021|  973150512  3094,false,,false,
1527.3,2024-07-08T18:00:00.000000,2024-08-28T00:00:00.000000,4,business,Landlord LLC,Trust Bank,021000021,3501,|021000021|  819532005  9625,false,,false,
3212.8,2024-10-09T04:00:00.000000,2024-10-03T01:00:00.000000,1,cashier,John Smith,City Bank,021000021,8771,|021000021|  200344359  7938,false,,false,
3064.4,2024-08-08T04:00:00.000000,2024-06-28T07:00:00.000000,1,personal,John Smith,Trust Bank,021000021,2100,|021000021|  645985356  6929,false,,false,
806.55,2024-01-22T09:00:00.000000,2024-11-28T02:00:00.000000,4,cashier,Landlord LLC,City Bank,021000021,2495,|021000021|  119574893  6941,false,,false,
3824.43,2024-07-05T01:00:00.000000,2024-11-29T01:00:00.000000,4,cashier,Acme Supplies,First National Bank,021000021,2399,|021000021|  431642423  3954,false,,false,
2719.93,2024-07-02T06:00:00.000000,2024-01-16T07:00:00.000000,1,business,Landlord LLC,Trust Bank,021000021,2528,|021000021|  329987621  6599,false,,false,
3904.2,2024-12-15T07:00:00.000000,2024-04-12T00:00:00.000000,5,business,John Smith,First National Bank,021000021,8076,|021000021|  922653967  8968,false,,false,
2675.25,2024-12-07T03:00:00.000000,2024-11-14T04:00:00.000000,1,personal,Acme Supplies,City Bank,021000021,2583,|021000021|  306164050  4712,false,,false,
52.83,2024-06-30T17:00:00.000000,2024-05-02T04:00:00.000000,2,personal,Landlord LLC,First National Bank,021000021,7106,|021000021|  247709679  3539,false,,false,
1654.57,2024-07-27T19:00:00.000000,2024-08-30T21:00:00.000000,2,cashier,Landlord LLC,Trust Bank,021000021,3132,|021000021|  182855381  5847,false,,false,
146.41,2024-03-20T07:00:00.000000,2024-02-28T18:00:00.000000,5,business,Acme Supplies,Trust Bank,021000021,1983,|021000021|  946237594  2658,false,,false,
4649.04,2024-03-24T05:00:00.000000,2024-04-21T14:00:00.000000,3,cashier,Landlord LLC,City Bank,021000021,6401,|021000021|  645127678  9844,false,,false,
4399.67,2024-07-30T00:00:00.000000,2024-12-24T08:00:00.000000,1,business,Acme Supplies,Trust Bank,021000021,3003,|021000021|  996703082  9627,false,,false,
4166.74,2024-04-01T23:00:00.000000,2024-07-07T05:00:00.000000,2,cashier,Acme Supplies,First National Bank,021000021,7731,|021000021|  140531056  6518,false,,false,
1572.19,2024-06-19T13:00:00.000000,2024-11-06T19:00:00.000000,1,business,Acme Supplies,Trust Bank,021000021,6794,|021000021|  922816526  3148,false,,false,
336.73,2024-12-08T23:00:00.000000,2024-02-28T05:00:00.000000,5,personal,Acme Supplies,First National Bank,021000021,7930,|021000021|  741288486  7173,false,,false,
4396.15,2024-05-07T08:00:00.000000,2024-06-08T03:00:00.000000,4,personal,Landlord LLC,Trust Bank,021000021,1843,|021000021|  265627642  3659,false,,false,
4737.4,2024-03-22T22:00:00.000000,2024-10-23T00:00:00.000000,5,business,Landlord LLC,City Bank,021000021,5713,|021000021|  294181873  3713,false,,false,
473.98,2024-02-25T12:00:00.000000,2024-06-08T18:00:00.000000,5,cashier,John Smith,Trust Bank,021000021,6120,|021000021|  874364348  8171,false,,false,
2455.65,2024-01-20T15:00:00.000000,2024-12-12T12:00:00.000000,5,personal,Acme Supplies,City Bank,021000021,6762,|021000021|  146914391  7732,false,,false,
392.6,2024-04-23T06:00:00.000000,2024-07-22T22:00:00.000000,2,business,John Smith,Trust Bank,021000021,2698,|021000021|  491163514  4892,false,,false,
3814.98,2024-08-23T11:00:00.000000,2024-04-11T02:00:00.000000,5,business,John Smith,City Bank,021000021,9314,|021000021|  576954730  5669,false,,false,
3840.88,2024-06-05T07:00:00.000000,2024-10-30T22:00:00.000000,4,cashier,Landlord LLC,First National Bank,021000021,4486,|021000021|  907873857  8356,false,,false,
685.54,2024-04-24T00:00:00.000000,2024-11-17T07:00:00.000000,4,business,Landlord LLC,First National Bank,021000021,3536,|021000021|  351258749  9750,false,,false,
2402.65,2024-12-03T06:00:00.000000,2024-02-22T22:00:00.000000,4,personal,Landlord LLC,First National Bank,021000021,8901,|021000021|  356805216  6071,false,,false,
2771.53,2024-07-23T10:00:00.000000,2024-06-03T21:00:00.000000,3,personal,Landlord LLC,First National Bank,021000021,4675,|021000021|  968253265  8685,false,,false,
1362.03,2024-05-22T02:00:00.000000,2024-11-03T03:00:00.000000,5,cashier,John Smith,City Bank,021000021,2774,|021000021|  996696177  4179,false,,false,
4368.54,2024-05-22T11:00:00.000000,2024-10-16T01:00:00.000000,4,cashier,Acme Supplies,City Bank,021000021,6737,|021000021|  494966219  8219,false,,false,
2144.53,2024-11-24T16:00:00.000000,2024-06-26T17:00:00.000000,3,personal,John Smith,First National Bank,021000021,7023,|021000021|  595725097  5617,false,,false,
1098.4,2024-07-23T21:00:00.000000,2024-08-07T21:00:00.000000,5,cashier,John Smith,First National Bank,021000021,2883,|021000021|  935504321  7257,false,,false,
2719.52,2024-10-01T10:00:00.000000,2024-07-08T02:00:00.000000,5,personal,Landlord LLC,First National Bank,021000021,5565,|021000021|  639991949  9642,false,,false,
3663.16,2024-01-15T03:00:00.000000,2024-09-16T20:00:00.000000,1,business,Acme Supplies,Trust Bank,021000021,4706,|021000021|  549533634  3656,false,,false,
1045.7,2024-05-13T05:00:00.000000,2024-06-23T00:00:00.000000,5,cashier,John Smith,First National Bank,021000021,8031,|021000021|  977130288  4272,false,,false,
1593.0,2024-10-24T08:00:00.000000,2024-08-03T15:00:00.000000,1,personal,Landlord LLC,City Bank,021000021,1431,|021000021|  960345542  3268,false,,false,
